business_id,name,city,state,categories,food,service,price,amb,cluster,n_reviews_sample,n_users_sample,cover_food_frac,cover_service_frac,cover_price_frac,cover_amb_frac,stars,review_count,food_z,service_z,price_z,amb_z
P_x9fEz8efemqOIV46S0tg,Red Mesa Restaurant,St Petersburg,FL,"Bars, Cuban, Wine Bars, Nightlife, Tex-Mex, Restaurants, Latin American, Mexican",0.3585851932632159,0.3552852107402854,0.2229289794448828,0.061193292909545095,5,21,19,0.47619047619047616,0.3333333333333333,0.19047619047619047,0.047619047619047616,4.0,585,-0.5875377400402103,0.0847029628533887,1.1288385262345848,-0.6458706741265159
rmQHRSJinTTsP8EerpdChA,Drake's,Franklin,TN,"Food, American (Traditional), Nightlife, Restaurants, Beer, Wine & Spirits, American (New), Sushi Bars, Bars",0.49852893002023524,0.24664913576583947,0.11113042476641781,0.11473379995329198,5,12,12,0.5,0.3333333333333333,0.08333333333333333,0.4166666666666667,3.5,342,0.12718874383400505,-0.5053131813024248,0.08315967813396728,-0.22240398820807147
qISf5ojuYbD9h71NumGUQA,Han Dynasty,Philadelphia,PA,"Beer, Wine & Spirits, Chinese, Restaurants, Food, Szechuan, Noodles, Soup",0.27696119509649625,0.24954528675001636,0.1918727806649855,0.17583125145542525,5,31,30,0.6129032258064516,0.3548387096774194,0.22580645161290322,0.22580645161290322,4.0,1474,-1.0044112247803467,-0.48958382218319046,0.8383624081850711,0.26083266258664656
4VXVP21v4Xec6C2mnnBnGw,Archie's Giant Hamburgers & Breakfast,Reno,NV,"Food, Restaurants, American (New), Bars, Burgers, Coffee & Tea, Sports Bars, Nightlife, Breakfast & Brunch",0.6728326934035516,0.4258227052307095,0.20234703525045242,0.24383329876596252,3,21,21,0.6666666666666666,0.47619047619047616,0.23809523809523808,0.23809523809523808,4.0,597,1.0174001874894296,0.4678009395378524,0.9363306377488957,0.7986796722672488
GmXC3CBu172Bkb0c6RnO7w,Restaurant R'evolution,New Orleans,LA,"Event Planning & Services, Hotels, Cajun/Creole, Restaurants, Seafood, Southern, Hotels & Travel",0.41542273852603057,0.23602175172765757,-0.0055496451426888995,0.06232847108707955,0,31,29,0.45161290322580644,0.45161290322580644,0.12903225806451613,0.06451612903225806,4.5,1210,-0.2972546604318227,-0.5630318364926649,-1.0081771593569755,-0.6368922357943074
0MhxvTys2ADYa3sOO91ldQ,Egg,Saint Louis,MO,"Restaurants, Breakfast & Brunch, Food, Coffee & Tea, Juice Bars & Smoothies",0.6554322280709712,0.44653670716393906,0.036432537338350064,0.06369879310084398,4,14,14,0.6428571428571429,0.6428571428571429,0.07142857142857142,0.07142857142857142,4.5,698,0.9285318058588633,0.5803012811928231,-0.6155076803661268,-0.62605397979244
49Gyz-LD9MxTh1yzbYiOhw,Menagerie Coffee,Philadelphia,PA,"Coffee & Tea, Food",0.25593035542446196,0.011497146027738592,0.0,0.3976642458874276,2,12,11,0.6666666666666666,0.4166666666666667,0.0,0.4166666666666667,4.5,390,-1.1118208055164527,-1.7824531213129395,-0.956269989744058,2.01537120109412
GTLgSHSSZOde4ZUrp0mC0A,Blaze Pizza,Carmel,IN,"Gluten-Free, Fast Food, Pizza, Salad, Restaurants",0.7205348758885716,0.5617386836718558,0.10216627039612154,-0.02596842346656649,4,13,9,0.6923076923076923,0.6153846153846154,0.15384615384615385,0.15384615384615385,4.0,221,1.261026761645021,1.20597765982044,-6.842198760406763E-4,-1.3352568083033343
DvBdqAA3XleMaOMwBl7g4g,Kona Grill - Tampa,Tampa,FL,"Sushi Bars, American (New), Asian Fusion, Restaurants",-0.03704667603216033,0.33062925083320466,-0.03438125125582836,-0.06025022928261696,0,15,15,0.6666666666666666,0.4666666666666667,0.26666666666666666,0.06666666666666667,3.5,792,-2.6081253090361076,-0.04920664680673612,-1.2778461256149596,-1.606401096951195
aFo5XZwwogCxa0qYzUhZEA,Big Woods Speedway,Speedway,IN,"Nightlife, Restaurants, Food, Bars, Breweries, Burgers, Beer Bar, Pizza",0.4829095705702986,0.4048667272004671,0.1557827381948745,0.32835571875829855,2,10,10,0.8,0.6,0.1,0.4,3.5,442,0.04741690038663641,0.35398639536064463,0.5008035359207111,1.4671908809996599
tjU_hYVEFsUFJzVNqoMFiQ,Agave Restaurant,St. Pete Beach,FL,"Restaurants, Mexican",0.3471748861093437,-0.01933000967055279,0.11819662296869977,0.0,0,12,11,0.6666666666666666,0.4166666666666667,0.08333333333333333,0.0,3.0,398,-0.6458129362083077,-1.9498792690697984,0.1492515343110324,-1.129865361133653
oGdbvXKXVCQ8WC_GQePDkQ,3 Sisters Café,Indianapolis,IN,"Cafes, Restaurants",0.5749621325085441,0.4937438397280318,0.12745832848081343,0.0,4,11,11,0.5454545454545454,0.45454545454545453,0.18181818181818182,0.0,4.0,358,0.5175515805829305,0.8366891370562654,0.23587849992080925,-1.129865361133653
EmBa8UWYRwM_3hagkqwtIg,Saguaro Corners Restaurant & Bar,Tucson,AZ,"Restaurants, Tapas/Small Plates, Nightlife, Food, Burgers, Beer Bar, Lounges, Beer, Wine & Spirits, Latin American, Comfort Food, Mexican, American (New), American (Traditional), Spanish, Barbeque, Bars",0.5354040214874614,0.6590202990673554,0.076256922021368,0.3567334989560378,2,15,14,0.6666666666666666,0.6,0.06666666666666667,0.3333333333333333,4.0,504,0.31551874757451653,1.7343263103621955,-0.24302060464836198,1.691638597272496
rwd4rGpYxiCXvgMV49sYAw,Lili's Restaurant & Bar,Reno,NV,"American (Traditional), Gluten-Free, Food, Venues & Event Spaces, Mexican, Restaurants, Breakfast & Brunch, Hawaiian, Event Planning & Services",0.6562338343207613,0.6269380234216353,0.0,0.040164670952073094,4,10,10,0.6,0.6,0.0,0.1,4.0,616,0.9326258027010287,1.5600834488018498,-0.956269989744058,-0.8121918642207087
UBX73ZWgCdgom4nv0UeGvg,Border Cafe,Newark,DE,"Cajun/Creole, Vegetarian, Restaurants, Tex-Mex, Cocktail Bars, Bars, Nightlife",0.681276414366479,0.41368125461910027,0.21347355331126738,1.7264227354423076E-4,3,17,17,0.8235294117647058,0.47058823529411764,0.17647058823529413,0.23529411764705882,4.0,742,1.0605243110443585,0.40185919895117356,1.0403996449258268,-1.1284998856186852
5nqWNo7uVU1Zxm4tjnvkUw,Hai Street Kitchen & Co,Philadelphia,PA,"Japanese, Asian Fusion, Fast Food, Restaurants",0.5652963846279768,0.3669600455763995,0.08311810290889128,0.17338505561794687,1,16,16,0.5625,0.3125,0.125,0.1875,3.5,447,0.46818627023190473,0.14811045465830086,-0.1788463248671108,0.2414850227976161
Cfl4gpf9oneiuZUExMtA4w,Sindoore - Indian By Nature,Nashville,TN,"Kebab, Desserts, Indian, Restaurants, Food, Nightlife, Soup, Vegetarian, Bars",0.9681424932161903,0.37736154546557027,0.20239606371845087,0.4079924761329669,1,12,11,0.9166666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,4.5,297,2.5256187027642767,0.20460230471353577,0.936789212835919,2.097060032130172
CYKj959PZDjweV-CSpssCg,The Steak House at Western Village,Sparks,NV,"Steakhouses, Food, Salad, Desserts, Restaurants",0.47377784797053124,0.5616705308184632,0.14991445350063456,0.15560228534278683,4,15,14,0.5333333333333333,0.5333333333333333,0.4666666666666667,0.2,4.5,544,7.789862027487535E-4,1.2056075131285482,0.4459160537251894,0.10083617184971427
BmKCJsV_payJ5ANqC7i85g,The Vine Mediterranean Cafe and Market,Saint Louis,MO,"Restaurants, Middle Eastern, Mediterranean, Vegetarian",0.6018849198202971,0.3035373978120833,0.2872869442966018,0.0,5,12,11,0.5833333333333334,0.4166666666666667,0.25,0.0,4.0,511,0.6550527618243083,-0.19634589738549707,1.7307940948534757,-1.129865361133653
_C7QiQQc47AOEv4PE3Kong,Commander's Palace,New Orleans,LA,"French, Restaurants, Cocktail Bars, Nightlife, American (New), Cajun/Creole, Breakfast & Brunch, American (Traditional), Bars",0.4304662991179909,0.329868136319581,0.09819886088306032,0.056752605270986974,4,99,93,0.5353535353535354,0.41414141414141414,0.13131313131313133,0.16161616161616163,4.5,4876,-0.22042356090566823,-0.0533403551600146,-0.03779235800441682,-0.6809933014853249
pXRrRf8fDv6yU3xp1E25hA,Bud & Marilyn's,Philadelphia,PA,"Breakfast & Brunch, Nightlife, Bars, Restaurants, American (Traditional)",0.30193697204995823,0.4062949564453734,0.07491684442118843,0.1528937577413217,4,16,14,0.5,0.5,0.0625,0.125,4.0,1303,-0.8768538959734954,0.36174328746346024,-0.25555467367413204,0.07941367754696309
_h94BxrrFKPvzUIRx3Xkhg,Saints And Sinners,New Orleans,LA,"Seafood, Nightlife, Piano Bars, Restaurants, Cocktail Bars, Cajun/Creole, Bars, Sandwiches",0.04692092774525249,0.17406146684758025,0.0,0.088449783093261,0,12,12,0.25,0.16666666666666666,0.0,0.16666666666666666,3.5,796,-2.1792824640621014,-0.8995459123586997,-0.956269989744058,-0.4302915508575511
CTZEnTsW2JYN2NH1BCAaZw,Darfons Restaurant & Lounge,Nashville,TN,"American (New), Restaurants, Nightlife, American (Traditional), Bars, Lounges",0.8376228028959405,0.2020714975423966,0.030449126638329174,0.1040434910647164,1,15,14,0.8,0.3333333333333333,0.06666666666666667,0.3333333333333333,4.5,809,1.8590231015555319,-0.747419923711476,-0.6714719638625033,-0.30695659942616615
HH9x7WcNQR3cnwkHo_YL0w,Mimi Blue Meatballs,Indianapolis,IN,"Restaurants, Italian, Breakfast & Brunch, American (Traditional), American (New), Sandwiches",0.2739357214613329,0.3847978317935449,0.07143376856193943,0.2823095122698015,2,13,13,0.38461538461538464,0.46153846153846156,0.15384615384615385,0.3076923076923077,4.0,567,-1.0198630498024908,0.24498970813456541,-0.2881327223154722,1.1029986919927843
yE6aDcbbK8pmvNroXnQYQA,Majoria's Commerce Restaurant,New Orleans,LA,"Diners, Sandwiches, Restaurants, Breakfast & Brunch",0.634944219690733,0.48084054266456083,0.1991708310689077,0.04381920415791994,3,31,30,0.6451612903225806,0.4838709677419355,0.2903225806451613,0.03225806451612903,4.5,866,0.8238945957162047,0.7666097128679651,0.9066228339276197,-0.7832871498145791
HyZCLz5O3n24ne8gLgfvCQ,Stillwaters Tavern,Saint Petersburg,FL,"Bars, American (New), Restaurants, Food, Nightlife, American (Traditional), Seafood",0.25238733836430605,0.4067779596495515,-0.023328869447688083,0.03657968558379942,0,16,16,0.625,0.5,0.0625,0.0625,4.0,798,-1.1299158498849502,0.364366538425087,-1.174470532691212,-0.84054650553422
LlGIlNJE2Nv_PXkH7l4Wmg,Lilly's Tacos,Goleta,CA,"Restaurants, Mexican",0.46354646432950175,0.8305805582287639,0.25590031911197864,0.25005126461529364,3,10,9,0.5,0.8,0.2,0.2,4.5,517,-0.051475162674366935,2.6660915883750165,1.4372274189405845,0.8478592848028353
B9Z3i-n9y9FfMU3CQxtThA,Sketch Burger,Philadelphia,PA,"Restaurants, Burgers",0.6449045134667168,0.2644345244597103,0.04044488352156956,0.18408207507488322,1,14,14,0.6428571428571429,0.35714285714285715,0.07142857142857142,0.21428571428571427,4.0,534,0.8747642231381414,-0.4087185053447519,-0.5779792387228821,0.3260907097578221
8pqdJjefYq-a9IBSJJmKwA,The Dandelion,Philadelphia,PA,"British, Restaurants, Gastropubs, Bars, Nightlife",0.5753696097264921,0.392940748164455,0.12321412050492224,0.437478831573207,2,48,47,0.625,0.3958333333333333,0.20833333333333334,0.4583333333333333,4.0,2497,0.5196326652101652,0.2892149079172139,0.19618139900485057,2.3302757767604816
68YWxuIj8mUya0Hp0hD1_Q,Centro Bar & Kitchen,Reno,NV,"Tapas Bars, Tapas/Small Plates, Restaurants",0.9493843261727899,0.5618631022236924,0.08989163973970116,0.2955007760019377,1,10,10,0.9,0.6,0.3,0.4,4.5,496,2.429816210380263,1.2066533925752672,-0.11549180108834571,1.207332047131906
_393npnr0Dw1aGKy83x_0A,Paladar 511,New Orleans,LA,"Restaurants, Pizza, American (New), Breakfast & Brunch, Mediterranean",0.541580455815605,0.4525136552619567,0.0,0.48065821932179575,2,10,10,0.7,0.6,0.0,0.4,4.5,507,0.3470632903495806,0.612762835712731,-0.956269989744058,2.6717935030483932
x3Ifr1jj2Qu7JDZto6Kbfg,Crabby's Dockside,Clearwater Beach,FL,"Salad, Restaurants, Seafood, American (New), American (Traditional)",0.5481127833414485,0.32843166170259663,0.30845067391576403,0.45716926858808865,2,13,13,0.5384615384615384,0.6923076923076923,0.23076923076923078,0.46153846153846156,4.0,677,0.3804254656941426,-0.06114202891240471,1.9287435627453118,2.486012891841681
l-rGtJt0E7PAklT0IK7oFQ,Four Seasons Resort The Biltmore Santa Barbara,Santa Barbara,CA,"Hotels & Travel, Hotels, Event Planning & Services, Restaurants, Venues & Event Spaces, Resorts",0.48576687963571263,0.12083546842811305,-0.12083546842811305,0.24409597018591686,0,10,10,0.5,0.1,0.1,0.3,4.5,508,0.062009868310675086,-1.1886229833379722,-2.086473271879571,0.8007572132140065
P35nwRGaG1FMn-l8xPEY2Q,Pionic Pizza and Pasta,Tucson,AZ,"Italian, Pizza, Restaurants",0.3790719247239136,0.3321213726264772,0.2804615058349401,0.0,5,11,10,0.7272727272727273,0.36363636363636365,0.2727272727272727,0.0,4.0,227,-0.4829070514342389,-0.04110274626279071,1.6669541226025033,-1.129865361133653
aUoMG97DMJG4nmwhT6z1zA,Devon Seafood Grill,Philadelphia,PA,"Bars, Restaurants, Nightlife, Seafood",0.5507027862545272,0.5212292909233012,0.01778476506351174,0.19715643898810506,4,23,23,0.6521739130434783,0.5652173913043478,0.043478260869565216,0.17391304347826086,3.5,1159,0.3936532364982249,0.9859660686688098,-0.7899247923590035,0.42949947188067505
Fyw7Nszsz2E6ZKy7gjPtDw,The Garden Table,Indianapolis,IN,"Cocktail Bars, Restaurants, Bars, American (New), Nightlife, Breakfast & Brunch, Juice Bars & Smoothies, Food, Salad",0.3949933889191224,0.5009163051558537,0.04063158360326435,0.34860065437911114,2,13,13,0.6923076923076923,0.46153846153846156,0.07692307692307693,0.3076923076923077,4.5,664,-0.4015922860429966,0.8756436960902677,-0.576232987826094,1.6273136789958182
tUkv0ZxUAdpyv8qhgRU5TA,Parx Casino,Bensalem,PA,"Arts & Entertainment, Steakhouses, Active Life, Restaurants, Dance Clubs, Nightlife, Adult Entertainment, Buffets, Horse Racing, Casinos",0.23410268415674834,0.11085517227195142,0.0,0.4883164255573718,2,11,11,0.2727272727272727,0.5454545454545454,0.0,0.5454545454545454,2.5,520,-1.2232999977822878,-1.2428272231080182,-0.956269989744058,2.7323643753415814
7gmgEoLpKdC2nawiBOtGjA,Brunchies Breakfast Brunch & Lunch,Tampa,FL,"Restaurants, Breakfast & Brunch, Event Planning & Services, Cafes, Caterers, Burgers, Sandwiches, American (Traditional)",0.49513791214872604,0.757495204155542,0.0,0.2985888876699768,2,10,10,0.6,0.7,0.0,0.3,4.0,316,0.10986999605562814,2.2691558668415563,-0.956269989744058,1.2317567768555544
oCbJpGl8IkH1WdYa25TDBA,Morrow's,New Orleans,LA,"Burgers, Nightlife, Cajun/Creole, Bars, Restaurants, Seafood",0.6158802629780388,0.4157675618493313,0.20360317117579188,0.20875664194173638,3,21,21,0.6190476190476191,0.38095238095238093,0.19047619047619047,0.19047619047619047,4.0,831,0.7265303615908018,0.41319019510318705,0.9480795800428679,0.5212486870448472
hEb0f7wRZBUhX5f4CWEukg,Friendly Tavern,Zionsville,IN,"American (Traditional), Pubs, Bars, Nightlife, Restaurants",0.26393744916824086,0.6075169541513363,0.18602364163278107,0.1162134919217387,4,12,11,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.4166666666666667,4.5,294,-1.0709266426895816,1.4546051865492773,0.7836539999845665,-0.21070069496980817
q_PFmdGcKx2H7z2ze8H26w,Wright's Gourmet House,Tampa,FL,"Sandwiches, American (Traditional), Restaurants, Patisserie/Cake Shop, Caterers, Food, Event Planning & Services",0.5055788173846043,0.4125164918173642,0.050977668614413704,0.1196837189382646,4,14,14,0.5,0.42857142857142855,0.07142857142857142,0.14285714285714285,4.5,701,0.16319422235280007,0.39553322613507097,-0.47946355920580025,-0.18325370921615902
ynOYkpRAQIEGI-GGTByBKA,Tony's Place Bar & Grill,Ivyland,PA,"American (New), Restaurants, Bars, American (Traditional), Pizza, Nightlife",0.34399697970692217,0.26097434226427196,0.3239649513446247,0.12109658166879123,5,11,10,0.45454545454545453,0.18181818181818182,0.2727272727272727,0.18181818181818182,3.5,184,-0.6620432722113242,-0.427511188691507,2.0738523416341086,-0.17207898691356793
L_spYpnf75W6mQcIY-6OBA,Santorini Greek Kitchen,Indianapolis,IN,"Mediterranean, Restaurants, Greek",0.5188700287447069,0.32087965375431615,-0.0029272810036166117,0.0630319510513962,4,14,13,0.5,0.35714285714285715,0.14285714285714285,0.07142857142857142,4.5,416,0.23107565086095133,-0.10215793096268247,-0.9836495550410524,-0.6313282180898097
cg4JFJcCxRTTMmcg9O9KtA,Ava,Tampa,FL,"Wine Bars, Desserts, Bars, American (New), Nightlife, Restaurants, Italian, Food, Salad, Breakfast & Brunch, Pizza",0.343512333522314,0.2466704203579529,0.12514175605132488,0.13956081691260475,5,16,16,0.6875,0.5,0.3125,0.3125,3.5,544,-0.6645184774007461,-0.5051975820139596,0.2142110392226269,-0.026040240953849787
NTX9U3BJ8yGnvx9kKQqsHQ,B Spot Burgers,Indianapolis,IN,"Burgers, Restaurants",0.7578943983175757,0.3743223984158482,0.10296774130253669,0.07785411941467363,1,11,11,0.8181818181818182,0.45454545454545453,0.18181818181818182,0.09090909090909091,3.5,241,1.4518308713799477,0.18809631603324398,0.006812130829178107,-0.5140955869196613
kvOorg6F1gnbPmlTtjunsg,BBQ4LIFE,Boise,ID,"Gluten-Free, Barbeque, Beer Bar, Restaurants, Hawaiian, Sandwiches, Bars, Nightlife, Vegan",0.3969072659988609,0.4713208125890487,0.09744402503663402,0.01108175619896829,4,18,16,0.5,0.5,0.1111111111111111,0.1111111111111111,4.0,532,-0.39181765326936996,0.7149068652284584,-0.04485251974502426,-1.0422166848165066
scotX4dcVT8Co0Nyy1pDYA,Iron Abbey Gastro Pub,Horsham,PA,"Bars, Belgian, Venues & Event Spaces, Gastropubs, Food, Restaurants, Nightlife, Pubs, Beer, Wine & Spirits, Event Planning & Services",0.22222538623339166,-0.11322215638963279,0.19487891299166293,0.08134251287525775,5,11,10,0.7272727272727273,0.2727272727272727,0.18181818181818182,0.2727272727272727,4.0,435,-1.2839602286679794,-2.4598192902527667,0.8664794889258616,-0.4865049177329439
c-IgS6Pk6vMyax7Rbr38eA,Barbecue and Bourbon,Speedway,IN,"American (New), Restaurants, Cocktail Bars, Barbeque, Bars, Nightlife",0.23259478563651015,0.3591786807709857,-0.052509591081929166,0.10275063788485204,0,12,12,0.4166666666666667,0.6666666666666666,0.16666666666666666,0.16666666666666666,4.0,284,-1.2310011999395536,0.10584888675979238,-1.4474048606259151,-0.31718213298357056
2QGyW4T6E_4iSltdx9i2RQ,Pascal's Manale,New Orleans,LA,"Restaurants, Italian, Steakhouses, Seafood, Nightlife, Bars, Cajun/Creole, Wine Bars",0.4692541553439888,0.30348979994797365,0.05867377607983806,0.06998855486298353,4,15,15,0.6666666666666666,0.3333333333333333,0.06666666666666667,0.06666666666666667,3.5,515,-0.022324605283522102,-0.19660440735337487,-0.4074800097543003,-0.576306513515113
MmN1qpG224QxOeq72DpN2g,Aldo's Italian Restaurant,Santa Barbara,CA,"Italian, Restaurants",0.32213737013650157,0.179393315730291,0.009808738107126071,0.22610579478256237,0,11,11,0.6363636363636364,0.45454545454545453,0.09090909090909091,0.2727272727272727,3.0,311,-0.7736855811076258,-0.8705879725607233,-0.8645264963270011,0.6584679377141438
5CbJgHWgvjyDRw9Sl4BXhg,Yo Mama's Bar & Grill,New Orleans,LA,"Pubs, Dive Bars, Nightlife, Bars, Restaurants, Burgers",0.46003874903482544,0.3230262638026254,0.11603831758125109,0.1232001028044858,4,20,19,0.6,0.35,0.15,0.2,4.0,825,-0.06938991239516895,-0.0904994226448197,0.12906438343159957,-0.15544165616576322
wB1Tin0OW1JRpaKM-E3ZYA,National Mechanics,Philadelphia,PA,"Pubs, Food, Breakfast & Brunch, Dance Clubs, Bars, American (New), American (Traditional), Beer, Wine & Spirits, Restaurants, Nightlife",0.36070889242380083,0.3705069747308789,0.1952784983325442,0.17267055573116333,5,15,14,0.3333333333333333,0.5333333333333333,0.2,0.2,4.0,875,-0.5766914951919189,0.16737427161608442,0.8702169070004722,0.23583384547689873
jct6fw5FcG4eTjjML-F7Ow,Chapel Tavern,Reno,NV,"Lounges, Pubs, Dive Bars, Cocktail Bars, Nightlife, Bars",0.12434585713394254,0.3931205991094469,0.06144140051423446,0.48138260395669175,2,12,12,0.16666666666666666,0.4166666666666667,0.08333333333333333,0.5833333333333334,4.5,323,-1.7838546383619118,0.2901917009494719,-0.3815937508589318,2.677522861577236
AhVvuzwWQU__CligbY4r0Q,Juan's Flying Burrito,New Orleans,LA,"Restaurants, Mexican, Mass Media, Cajun/Creole",0.6319086170933735,0.2912467607481103,0.057206701125065706,0.0,4,18,17,0.5555555555555556,0.3333333333333333,0.05555555555555555,0.0,4.0,794,0.808391039636255,-0.26309788830020614,-0.42120191566977205,-1.129865361133653
i5C6RVgr03HSrgCl8oa1Fg,Patxi's Pizza,Santa Barbara,CA,"Salad, Restaurants, Pizza, Sandwiches, Italian",0.28035078332353447,0.43788708260598647,0.0,0.0838902589205083,4,13,13,0.3076923076923077,0.46153846153846156,0.0,0.07692307692307693,4.0,730,-0.9870997785417858,0.5333240857144419,-0.956269989744058,-0.4663540892497071
I6L0Zxi5Ww0zEWSAVgngeQ,Cafe Beignet on Bourbon Street,New Orleans,LA,"Sandwiches, Breakfast & Brunch, Cajun/Creole, Cafes, Food, Restaurants, Donuts",0.2812365157392726,0.14118591212325388,0.0699539011222731,0.040931794078220195,0,23,23,0.34782608695652173,0.30434782608695654,0.043478260869565216,0.2608695652173913,3.5,1066,-0.9825761290393211,-1.0780971720575907,-0.3019742794277484,-0.8061244751379815
